text,binary_label,multiclass_label
my stomach grumbled during a hook up and this bitch literally stopped fucking me to say “you’re so skinny”,cyberbullying,gender/sexual
"US and UK saw worst recessions, but their economists didn’t coin terms like Christian Rate of Growth Pakistan is drowning, but their economists don’t say it Muslim Rate of Growth India has done quite good despite all odds, but Indian leftists leave no chance to Mock Hindus",cyberbullying,religion
This nigga went radio silent https://t.co/4Fw1dmorwa,cyberbullying,ethnicity/race
I fucking hate niggers so much it's unreal,cyberbullying,ethnicity/race
@nubianbarbi @Avi_095 @XGOfficial_ Bitch I’m a half Black limo 💀💀nd this is not cultural appropriation. This is cultural appreciation unless she is doing it to mock black people. Y’all Americans don’t know anything💀 💀,cyberbullying,ethnicity/race
"@Asher_Goedling @Ace_The_Bass @ABC She represented this country internationally as  symbol of our nation, and this was understood to be the case when Trump was voted in. He meanwhile, instituted a Muslim ban on day one of his presidency, so no coincidence there, of course.",cyberbullying,religion
"@KoliBpositive @Afridi_0011 Dont call yourself a Muslim, if you are a believer of  *LIAR LAANATI MIRZA QADYANI* or related to him or any person who calls himself *NABI/MESSENGER/PROFIT* after OUR BELOVED PROPHET MUHAMMAD (PEACE BE UPON HIM)",cyberbullying,religion
@yslchiew @DaveRob48526990 @MillerStream Ok nigga,cyberbullying,ethnicity/race
@raphousetv2 Turned that nigga into a negro claymation https://t.co/w51na9jhqO,cyberbullying,ethnicity/race
"I have explained about Terrorist and most of the people link Jihad and Terrorism , that's the reason I Posted it Sister..In my View which ever Faith or Religion we may Practice, But I think if we avoid Spreading Hatredness and See the Love and Compassion among us is Humanity",cyberbullying,religion
You can also think idiot that most muslims hate modi. I dont know why.. I think this may be the reason,cyberbullying,religion
@MilaniiNeyo @victoriaagisele @myahfyah @lilmsamour i don’t tho and as long as my nigga like it 😘,cyberbullying,ethnicity/race
"Muslims don’t tolerate disrespecting any prophet, be it Prophet Moses/ Musa (PBUH) or Jesus/ Isha (PBUH). Muslims respect all prophets chosen by Almighty Allah. This is the order of Almighty Allah and teaching of his last Prophet Muhammad (PBUH).",cyberbullying,religion
@benshapiro Being Muslim seems to be deemed a protected class akin to the idea that blacks cannot be racist.,cyberbullying,religion
@ClownWorld_ Dis a nigga not a niggi,cyberbullying,ethnicity/race
"@activeafterwork @Hamza_Ali100 @SameeraKhan Having a woman covered head to toe isn't about modesty. You can dress decently without having everything, but your eyes covered as women are forced to in some Muslim countries. Regardless of how a woman dresses, inappropriate or not, gives no man a right to prey on her.",cyberbullying,religion
"Islamic Jihad is the biggest disease &amp; curse on humanity. But still Jihadists are travelling to Hot Spots like Syria, Iran, Iraq, Nigeria...Others u know very well. Racists..Sunnis, Shias, Wahabis ; hate each other..Others u know very well. Teach what u preach. #Terrorists",cyberbullying,religion
"Strangulation is the key indicator that a man is likely to murder a woman. It is not a pleasurable sexual activity, it is a threat aimed at all women made by the rape on tape profiteers. Kink isn’t a thing, the word you seek is violence. https://t.co/1r0PuTtfPc",cyberbullying,gender/sexual
Celibate before I ever pay a bitch,cyberbullying,gender/sexual
"Adani Ambani owned channels along with others spread Hindu, Muslim hatred for BJP and RSS to Polaris. In return they are allowed to loot the country. When attacked, they cry 'its an attack on India'. What an evil idea. Every citizen should stand against this to save this nation. https://t.co/fZQnW3suC9",cyberbullying,religion
I jus want a pretty chick to make my nigga sit an watch while she slut me out 🤤🫠 where the dominant women at?!,cyberbullying,ethnicity/race
These people who commit terrorism in the name of religion are enemies of Islam and have nothing to do with the great religion of Islam. Islamic teachings and traditions are clearly against extremism and terrorism....#ReformerofTheCentury@TahirulQadri@MinhajulQruan,cyberbullying,religion
"@RBB223344 There are frequent meetings with Indians in connection with work.  Many of them do not like Modi, but they say that India has made more progress under Modi than under any other prime minister. So he is butcher for Muslim not for India and Our’s …………………",cyberbullying,religion
BUT EVEN IF IM CHRISTIAN WOMAN..... IM STILL HAVE THE LEGAL RIGHT TO GET ANGRY.... AND TO FIGHT FOR THE TRUTHS... AND TO BLOCK ALL OF THEM WHO DISRESPECTING ME AND MY WORDS I POSTED!!!! OR LIKING THE ASSHOLES POSTS WHO HAD CRITISISED MY POSTS OR TWEETS!!!,cyberbullying,religion
bitch get off twitter talking about me,cyberbullying,gender/sexual
"I am him bitch, don’t get it twisted🙅🏽‍♂️😭",cyberbullying,gender/sexual
"Idiot, I have many Muslims in my team &amp; are my friends so shove this bs up your...Also just Google Abdul Hamid. We love him and people like APJ Abdul Kalam who love India before their religion. And btw aren't you from the nation that killed lakhs of Muslims in Bangladesh",cyberbullying,religion
Hell naw I see two bitches fw the same nigga rn 😭😭on my TL smh,cyberbullying,ethnicity/race
"@connie_nyc @MikeA138 @Fionaek @EndWokeness isnt that racist in of itself? just because a black is being racist to a white doesnt mean its right. every race can be racist to every race, you don't get special privileges for being racist just because your white, latin, black, asian, whatever.",cyberbullying,ethnicity/race
like bitch i dont play with you like that 😕😂 https://t.co/WYTLK0FORP,cyberbullying,gender/sexual
@4boiPringle He would be a Duke nigga,cyberbullying,ethnicity/race
"me+you? equals never again, bitch.",cyberbullying,gender/sexual
"That’s why she has no moral compass, no soul and no integrity. She’s an atheist. Where does she get off mocking the majority of Canada’s population. Whether you’re Christian, Muslim, Jewish, Hindu, or Buddhist, you believe in a God. https://t.co/yPJLywsnS0",cyberbullying,religion
"@TheDark75804573 They also weren’t trying to preach to us. It was funny because it was offensive and fucked upIt wasn’t some 4D chess actually you need a high IQ Rick and Morty smelling your own farts thing, it was just dumb shit to make you laugh",cyberbullying,ethnicity/race
@DianH4 If Muslims ever produced a decent leader the world would be overjoyed to accept him.,cyberbullying,religion
LeBron is from the hoods of Akron. I don’t got him was a bitch. https://t.co/EWJxTj467c,cyberbullying,gender/sexual
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 In Islam all the facts are also foul. http://t.co/Dk8XQffRYF,cyberbullying,religion
@ShannadeJenee London nigga?,cyberbullying,ethnicity/race
"Why does being black, or being in support of the black community, automatically now mean that people must declare their support for a self-declared radical Marxist group that is diametrically opposed to Christianity? Are you going to go after black Christian churches now?",cyberbullying,religion
This bitch spoilt my charger and still claiming right…she’s lucky I’m a changed man,cyberbullying,gender/sexual
"@RanjeevPuri Stay classy, sand nigga",cyberbullying,ethnicity/race
@mrpaper2 @FoxNews I don't think that's very polite considering. I could be Indian Chinese African Indonesian Russian Japanese whatever but the fact that I'm white makes you hate me even worse. Woke culture is what's wrong with the world today racism on white people. You're the worst kind of racist,cyberbullying,ethnicity/race
"Meech really got his ass popped, Nigga Layton wasn’t playing",cyberbullying,ethnicity/race
"What is up with all of these niggas on here saying dumb shit like depression isn't real it's all in your head! First, it was LowTierGod then it was some other random ass nigga saying that bullshit! What's next your gonna gravity doesn't exist or the earth is flat! https://t.co/eQXYkr3wxr",cyberbullying,ethnicity/race
I’m out this bitch driving in ultra instinct lol,cyberbullying,gender/sexual
"@freedomisIife Then I started actually dealing with racism, like I was on a bus home from a casino and a white guy called me a nigger on the bus, I couldn’t believe it lol, I just thought racism was something people complained about , experiencing it randomly unprovoked caught me off guard",cyberbullying,ethnicity/race
@CatNameIsShadow @dandandesuwa I miss all the forums too. Also sites being behind logins so not just any anti could browse their ass in see what's going on and decide they wanna bitch about stuff on the site and get it canceled.,cyberbullying,gender/sexual
@selfish_batman @PateLMARVInn @ammarmallick @rakshith1803 @AskAnshul did you ask for women safety when your Muslim brothers barge into hindu garba festival &amp; molest hindu girls or you become champion of woman safety by seeing an selective video on holi? Itni hi sukanya devi ki safety ki baat kar leta toh uska pura pariwar aaj jinda hota.,cyberbullying,religion
like my man is BLESSED to have a bad bitch like me😎,cyberbullying,gender/sexual
"The owner of Delhi gives human rights to the terrorists to do terrorism, and in Delhi, not the constitution, but the rules of the masters of your sinners are applicable.#HindusUnderAttack Hindu Rashtra Is Musthttps://t.co/9KV5STZCU8Aadi kumar..6",cyberbullying,religion
@TheYayaJay Bitch I’m so in Love,cyberbullying,gender/sexual
Nigga got his gun took and tranna rap boy u a pure bitch,cyberbullying,ethnicity/race
"*9 years ago, Peta held a rally in India imploring Muslims to turn Vegan at Eid. Their activists were thrashed so badly they might have been lynched had the police not intervened. Peta never held a rally on Eid ever again.**All the gyan is reserved exclusively for Hindu… https://t.co/h44EsY60LG https://t.co/mWFV0lkkMZ",cyberbullying,religion
A Nigga can really be chilling a bitch gon think otherwise every time🤣🤦🏽‍♂️,cyberbullying,ethnicity/race
"Today,the organizational workers convention was much bigger than the rally A large number of people participated Imran Niazi must have been guessed by now That the Pakistan Muslim League-N Awami Referendum Besides٫I will be successful with a huge majority#اسلام_آباد_میں_امید_سحر https://t.co/U0VHufKo5v",cyberbullying,religion
@MoneyyyMell_ Nigga said bluetooth glasses… bitch im done😂😂😂🤣😂🤣🤣😂😂 gang aint no wayyy niggas goin out this sad,cyberbullying,ethnicity/race
"@JaidevJamwal Muslim terrorists legitimise their act of attacking other Muslims in mosques by ""Takfeer"" which means declaring them ""munafiq"".This simply means they attacked Non Muslims.So don't get carried away by the narrative of Muslims killing Muslims.",cyberbullying,religion
@hourIyhoroscope stfu nigga,cyberbullying,ethnicity/race
i played henchman for a WHORE!!!!! god DAMN good fucking RIDDANCE to that slim twig ass bitch,cyberbullying,gender/sexual
stop yearning u silly bitch,cyberbullying,gender/sexual
"guys are so petty lol. you leave them on read/delivered and they block you or unfollow😂😂 like okay bitch go cry about it, then to top it off they humiliate themselves when they come back to follow me, not get a follow back and dm me and still get left on read 💀",cyberbullying,gender/sexual
And any other nigger dies from crack,cyberbullying,ethnicity/race
I was recently fired from @subway because I got into an argument with a customer who called me a “Nigger” and now I want have to pay my rent. If anyone could help that would be a blessing $kassius892 that’s my cash app. No scam truly am desperate,cyberbullying,ethnicity/race
"@Rypley2 @namwella1961 OH sweet, sweet racist. You are as dumb as you look. A handful of professors saying dumb things is not the establishment against white people. 
I'm sure you have a trove of stupidity to share, but, answer One question: because of your whiteness, what benefits have you been denied?",cyberbullying,ethnicity/race
@_manidabarbiee @tweetsynn bitch you weird thats why shanti beat yo ass,cyberbullying,gender/sexual
"#Hijab is part of ""fashion"" in the west now. @voguemagazine SOMALI MUSLIM SUPER MODEL #HalimaAden. Never mind Irani #MuslimWomen are being killed. Who cares. It's fashion. Urr...it's a choice (as they propagated in India). #IslamInTheWest #WomenEmpowerment https://t.co/hJxq6G4VYc",cyberbullying,religion
"@JaydenT2399 @TractorLaw @holmes_gael @erconger @Acyn And yet the MAGA want to do just that. The Judah Christian and Muslim believe system doesn't own the exclusive rights to common morals, not that most ""xians"" actually follow it. I know more heathens, pagans and atheists who are way more Christ-like than most Christians.",cyberbullying,religion
"@jakeshieldsajj Well at least no real follower of Islam can mock any religion particularly Christianity. We love Essa AS as well as Idris AS, Ishaq AS and all the Prophets. There might be some black sheep who claim they are Muslim but a true Muslim can never ever mock any religion",cyberbullying,religion
"@realLPBeria I mean, maybe they could stretch this and say hypothetically there was more proportional rape, and the masters were just aborting the children with abortifacients, but I think that is a stretch.",cyberbullying,gender/sexual
Take this dick bitch stop pushing me 🥵,cyberbullying,gender/sexual
as my friend why are you telling your nigga my business,cyberbullying,ethnicity/race
"@JalenRose @DrewHill_DM Thx Brother. So Many Ppl Here R More Interested In Judging This Young Man As If They Have Not Made Dumb Decisions In Their Life. He’s 23, He Will Mature &amp; Learn From This. All The Negative Energy, U Guys Keep That, Imagine If Ur  Dumb Decision Were On Display for The World 2 C ..",cyberbullying,ethnicity/race
"Beware false prophets.The Democrat party “booed” mention of God’s name at their National Convention.They support: infanticide, sexual perversion, repression of Christians, anti-Semitism, Marxism, &amp; radical Islam.They disrespect our veterans &amp; flag. President Trump is our warrior.",cyberbullying,religion
Nigga SlayerNigga LiedThat Time I Got Reincarnated as a Nigga https://t.co/vfdHJuZnM8,cyberbullying,ethnicity/race
Ion like this nigga one bit yo 😂,cyberbullying,ethnicity/race
"I know these outfits, and they are the outfits of a lesbian, a middle aged Christian woman, or a middle aged Christian lesbian. Honey on the right's shorts are making me lean towards one of the lesbian categories, and that's because I like them.",cyberbullying,religion
-20 Celsius / -4 Fahrenheit || only @TreMission could have me on road in this disrespectful weather. Smfh. Fucc u nigga 🖕🏾,cyberbullying,ethnicity/race
"@ThreeNewCrowns 💀 Islam isn’t a tough rreligion, butcertain self entitled ultracrepidarians really do make it seem that way, make it look radical and then attack other parties when said external parties question the legitimacy of the religion. God, this is such a disgrace.",cyberbullying,religion
i’m really not tryna hear it from some moved to brooklyn in 2020 ass bitch,cyberbullying,gender/sexual
Nigga don’t even identify as a man 😭😭😭😭😭 https://t.co/OXQ96KAF1W,cyberbullying,ethnicity/race
@Bushra1Shaikh What about mob rape of young girls?,cyberbullying,gender/sexual
"@LittleVodkaOwl I had a succubus once, summon a bitch.",cyberbullying,gender/sexual
@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,cyberbullying,religion
"@Cobratate @Tam_Khan Islam allows Muslim men to keep non-Muslim women as sex slaves (Quran 23:5-6) so it’s only natural Tate converted and now quotes Muhammad’s fantasy book .   Muhammad married Aisha, the 6 year old daughter of his best friend, this is documented in Islamic sources https://t.co/hAtuIOnQag",cyberbullying,religion
"@Ghost4Gulf You sir have told the truth here today bravo. You may be from Somalia and Muslim. May God bless and protect you and your family.I am a Christian, I respect your faith I know you respect, main Catholic You’re tweet exposes this person for who she isNice expose cheers",cyberbullying,religion
"Cold ass cocky bitch, Fire in the summer time he gone keep the bills paid bcs he know a bitch fine!",cyberbullying,gender/sexual
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ And of course Christians all over the world are oppressed daily by Muslim bigotry.,cyberbullying,religion
and then BROKE UP with his ass! like damn bitch! just kick him whiles hes down!,cyberbullying,gender/sexual
@bidostraps7813 @mbox30_ god damn this nigga was quick w it 😂😂😂,cyberbullying,ethnicity/race
Same nigga crying to y’all is the same disloyal ass nigga but okkkkk😵‍💫😂,cyberbullying,ethnicity/race
@MrRao_RB @chitrapadhi @narendramodi This govt is pro Hindu bt not anti muslim or christian... It's against religious conversion but for right to life of minorities too,cyberbullying,religion
"@RepJimBanks Ah, Jim. Just come out and say you’re a racist. We already know it. You are such an embarrassment. You know Jesus wasn’t white, right? And you pray to him as a Christian, right? Let’s try actually studying the Bible instead of just looking for quotes, ok?",cyberbullying,religion
@RichieGrabiec @IlhanMN Fuckkkk you're only ugly bitch,cyberbullying,gender/sexual
"I disagree, @chrissyteigen  - it’s just one. He’s not just a plain vanilla bitch, he’s a fancy bitch. A bitch with pussy-ass raisins in it. https://t.co/wLdeXyoxaC",cyberbullying,gender/sexual
you tell a nigga you CRAZZZY ASF &amp; he be like i handle you bt be crying next day and leaving like a bitch 🤣🤣🤷🏻‍♀️ you said you can handle me it ain’t my fault pussy ass Nigga lmaooooo i don’t even feel bad either i can’t fw no weak ass Nigga,cyberbullying,ethnicity/race
"Maternal Mortality in Black and White • @sikivuhutch • https://t.co/uFObajTJxy Did April Valentine, a 31 year-old African American young woman who was pregnant with her first child, have to die ? #blackmaternity https://t.co/zxD4Wlhluh",cyberbullying,ethnicity/race
Nigga left his 20s and I still wanna party,cyberbullying,ethnicity/race
"""Big stern needs to put these niggers in there place"" like that's how some of yall sound https://t.co/CsQKpZexQJ",cyberbullying,ethnicity/race
"@k0_kit I have read enough to know that Islam is a hateful, murderous religion. It is a danger to the earth, snuffing out lives all over the place for centuries. And you are all deceivers who push it, since it uses force to dominate human beings.",cyberbullying,religion
@baylathings_ @RaKelleIyanna Nigga fuck b5,cyberbullying,ethnicity/race
She talk bout she don’t trust me bitch then fuck off no one is telling you to chase me,cyberbullying,gender/sexual
They all seem to put God in their profiles as if this gives them the right to be insensitive and vicious . This sad pathetic uneducated “Christian” woman tries to hide her ugliness behind a cross around her neck.,cyberbullying,religion
You niggas are bitches and don't know shit about loyalty smh,cyberbullying,ethnicity/race
"Oh no, bitch, we're not letting Faggot Hitler become a thing https://t.co/ofQAcOsPaf",cyberbullying,gender/sexual
eminem don’t even be rapping that nigga be talking the whole song .,cyberbullying,ethnicity/race
"Not too long ago I had a Muslim teen in my inbox asking about Christianity. He said he feared for his safety if his parents found out he reached out to me. 

People are attracted to truth. It’s in our  human nature. That’s why we must never let fear silence us in this fight.",cyberbullying,religion
“Snooze” by SZA 😭🥹that bitch been on repeat,cyberbullying,gender/sexual
Ain no way a nigga bout to move in wid meafter I done been bob the builder &amp; 2 men in a truck by my damn self,cyberbullying,ethnicity/race
@Lithobolos @PoliticalAnt @ZaibatsuNews ...Then suddenly their Muslim neighbors are persecuting them and stealing their property.,cyberbullying,religion
"Due to people like you, Muslims are seen with hate. Shame on you. I am a Hindu and I don't hate Muslims. My friend's are Muslims and why because of few idiots whole community should be seen with hatered. You are not a true Muslim.",cyberbullying,religion
@Remsyxv @LimePlate nigga no one cares,cyberbullying,ethnicity/race
Ho he nahi skata ki tum log sanvidhan bachane nikle ho to tum log khud RADICAL ISLAMIC TERRORISM failane waale log ho jo ki apna kaam acche se kr rahe ho U all peoples are really a big loop hole of a country That's why other countries denied and make naked to indianmuslims,cyberbullying,religion
@mossdangler @DavidClinchNews @elonmusk I just retired from a University I'm appalled at their simplistic group think.Most are for censoring other viewpoints that question their own.  And condescendingly imply were all too dumb and need Disinformation Czar.You also seem to want to limit voices being heard.,cyberbullying,ethnicity/race
"@Blake_C137 @KaBar4100 @watokohom @bannedvtmemes its not actually about the game, she made a rape joke while playing it about one of the characters in the game saying smth like ""no wonder she got-"" while staring her up n down(chara was in her bra n underwear)",cyberbullying,gender/sexual
Ashwaghanda is really that bitch,cyberbullying,gender/sexual
everytime dis nigga make me mad i stop everything i’m doing n juss gts cs tf,cyberbullying,ethnicity/race
🤣🤣 a nigga not being able to control me i’d so funny cause fuck you thought this was stupid,cyberbullying,ethnicity/race
this bitch really has the worst takes.. like https://t.co/dVZr9YYmaM,cyberbullying,gender/sexual
"@gaytimes How many of them started identifying that way after they were under-investigation? 

If you campaigned to solve the problem of rape in men’s prisons, putting TW  w/their own sex  shouldn’t be at risk for abuse by other inmates. Male wardens shouldn't be in women’s prisons either",cyberbullying,gender/sexual
the baddest bitch in the world coulda told me to tiddy up the shelves at Walmart &amp; i still wouldn’t do that sht r u crazy https://t.co/38N7OF8x6m,cyberbullying,gender/sexual
I can’t believe 7 different ladies fucked him if this the energy he came with . Nigga lame as fuck https://t.co/QAYHaquOeS,cyberbullying,ethnicity/race
i love a nigga that make time for me 🥹🥺😭🥰🥰🥰🥰 .. my type of nigga fr 🫶🏽,cyberbullying,ethnicity/race
"You guys kalau dah femes because of your looks or other non-academical talents, I suggest you don’t voice out too much on social media.Some of yous are dumb as fuck",cyberbullying,ethnicity/race
"@LeighWolf ChatGTP has never ever ever been a credible source and if you think so you’re dumb ASL. If you have used it even once, you will know it constantly says extremely incorrect things with total confidence. It can’t even do order of operations correctly",cyberbullying,ethnicity/race
"@SpeakerMcCarthy Ilhan Omar is a terrorist, the reason she is in Congress is because she comes from a 85% Muslim district, they must redraw that district to red to keep America safe otherwise we will always have terrorists in Congress that could sneak their way into the foreign affairs committee",cyberbullying,religion
"@Phil_Wingley @TheOmniLiberal I just told you my point. Ex-Muslims are the stupidest, most resentful people in the world. They profit off of stereotypes (Ayaan Hirsi Ali or Khalid Hosseini) by creating propaganda against Islam and Muslims which justify brutal invasions which kill/displace millions. https://t.co/2sEaWYwVdG",cyberbullying,religion
@Liinad_De_Varge @francis_scarr Do they sing it before or after they drink a bottle of vodka and do some rape and murder?Just wondering where the singing fits in to their activities.,cyberbullying,gender/sexual
Everyone On Twitter Has The Freedom To Tweet Whatever They Want This Christian Woman of God Has The Same Rights Islam And Christians I Am Done With With Arrogant Men of Islam Can't Tweet Salvation which Is My Right Islam,cyberbullying,religion
"@herodesigner @iamyesyouareno Because the tell-a-vision says that white are still racist.  This after voting a black man for potus 2x.  70% of the population, so he isn't winning w/out them. They went back to racists after he left? The ppl that since the early 80s have idolized black athletes &amp; entertainers?",cyberbullying,ethnicity/race
"@PennLive Jesus would've been a woke liberal! If she doesn't like it then supplement his character education w/Christian teachings at home where religion belongs. What I find funny is if you replace ""Christian"" with ""Muslim"" they would be in a uproar! Not everyone is the same religion!",cyberbullying,religion
@Washy4L @HoodMVP_ Nigga baby catalog short ash ofc only me is t5,cyberbullying,ethnicity/race
I dont like muslims you idiot. I love Christianity.. without us the world won't function... we're the real saviours,cyberbullying,religion
Because the Democrats have become radical leftists. How can they condone people who support terrorists infiltrating our government? Many more of these terrorists are running for office in 2020! America is not a sharia law Country! America doesn’t hate Jews &amp; Christians!,cyberbullying,religion
@Nataysiaaa @_manidabarbiee get off my tweet with that bs bitch nobody was talking to your loser ass or your friend,cyberbullying,gender/sexual
"@CerromeRussell Reminds me of when fools jump in the lions den in the Zoo. Be, “oh boy, we’ll that’s dumb, Bryce bout to fucked up…” then just continue to watch cause. Entertaining…",cyberbullying,ethnicity/race
@abunaseeha2 Have they told the tribe yet that their daughters would become whores for sexual jihad?,cyberbullying,religion
@KHipHopWorld You a bad bitch. PERIOD.,cyberbullying,gender/sexual
@OkPappi @SaltSSB You the only bitch in this equation bro,cyberbullying,gender/sexual
@LWadel_ @CorreaHive 4-5 then idk nigger it was 2 years ago,cyberbullying,ethnicity/race
@7zpop Im the only bitch say yes,cyberbullying,gender/sexual
@beech2raw @CNOJHALIL @PontiacMadeDDG 😹😹😹💯 nigga glazing bad 😹😹😹,cyberbullying,ethnicity/race
These niggas are dumb af … Alan Chow &amp; Stu….😂😂😂😂😂,cyberbullying,ethnicity/race
"@ClayMoore1966 @ArkansasTomsBBQ @DLong47917017 @FoxNews Maybe if Reagan and Clinton didn't rape the fund. And all the illegal aliens weren't also pulling from the general fund. It would be solvent. Thar money was taken out supposedly put in a ""TRUST"" Never to be touched. MAYBE YOU SHOULD GET A REFUND ON BOTH YOUR ECONOMICS CLASS AS… https://t.co/5L6bEk4RQk",cyberbullying,gender/sexual
My cousin got a code cuz his wife signed up but she did it for us and I swear I love that bitch for life lolTheir wedding night I made the DJ play the album and it was great Lmfao,cyberbullying,gender/sexual
"@Frescjombdhjn @ahcjjones @Bushra1Shaikh It's not like rape, it is rape. He was molesting her from the start of the marriage, she was aged 6",cyberbullying,gender/sexual
@blueonkazoo bitch i’ve have figured out this girls entire family linage i’m going insane,cyberbullying,gender/sexual
@onesilentarrow @jhzktw2x4m @vidsicantshare Bitch hold the fuck up wit yo white nasty racist fat ass most people that do drugs are white people that how your ancestors died fat bitch I hope burn in hell for the rest of eternity I hope you get handle and killed by the police have a terrible day,cyberbullying,ethnicity/race
"@MsPackyetti I say the word nigger and no one will label me a racists. B/C racism is an action not a word. Thats the funny thing with you leftists. You must redefine everything to be ""Right"". A man must be a woman and the word nigger alone means racism . You all are sick in the heads.",cyberbullying,ethnicity/race
I think you are a big IDIOT.. I'm quoting eminent scientist and on the other hand you are saying these eminent scientists are clowns... Who told you to jump when many can't handle Muslims in debate,cyberbullying,religion
@BloodnVinegar @21stCAnglican This is why the Bible makes no claims to shape of our planet and or universe. Prophets were wise to write god word in a such way. prophets have also never believed humans to be fully capable of understanding gods words.even Christian Scientists do not use the Bible as evidence.,cyberbullying,religion
"@ACLU hey Aclu  I do not want to be a baby killer what about my voice....???? can you explain my rights???  My life is in danger as I have muslim background and I am anti abortion and stand for animal rights, will you stand by me???????????  of course NOT",cyberbullying,religion
@DrUmarAlQadri Watch this islamic cleric invoke the #Quran &amp; #Hadiths to justify sex &amp; marriage with a child as young as 1 day old... In Islamic law #Rape &amp; #Peadophilia are not recognised..in ireland it is. Muslims won't find a better life here until they change the laws to suit their culture https://t.co/AwsFz9YcbZ,cyberbullying,religion
I always told my Bestfriend that bitch was weird 😭,cyberbullying,gender/sexual
As my bro @inutfast once said “I’m tryina be inside my bitch controlling her like a Gundam https://t.co/WY8IoCKvgx,cyberbullying,gender/sexual
"@thatssokelvii ""bitch I got money NOOOOOW""",cyberbullying,gender/sexual
"This is why @BJP4India is needed in this country to eliminate all islamic terrorist like Musa... He chopped one security in Alipur inside jail . All terrorist blindly belive in |Justice of Allah"" so Kills innocent without brain and emotion... #ISIS follow only ""Quran"".",cyberbullying,religion
"...oh John, you stupid motherfucker...when the hell are you and others going to get it through your thick heads that decent people aren't bitching about pantomime?...it's freaks gyrating in front of kids and similar shit...quit fucking lying!!! https://t.co/5nwSfCzj7v",cyberbullying,gender/sexual
@FOX29philly 2 black QBs --2 white QBs -1 White -1 black QB. Why does everything have to be about race?? How do u expect racism to stop if you keep comparing and bring up skin color. They also are the 2 youngest QBs to play in a superbowl. I guess that doesn't fit the narrative of today.,cyberbullying,ethnicity/race
"pretty mothafucka, pull up in this bitch like.. UHNNN.",cyberbullying,gender/sexual
"@ChapmanCNSNews @KMcsoze @RepDonaldsPress So when a white person calls a black person the “N-word” it has everything to do with race right? I just want to make sure I have ammo, when they say it’s not racial and just “a word”",cyberbullying,ethnicity/race
"#RadhaSemwalDhoni Hindu right wing leader continues to harras poor muslims, she went to slum area this time asking them to show their aadhar cards &amp; accusing the Assamese residents for being Bangladeshi citizens. @DehradunPolice who authorised her to que people their i'ds? https://t.co/LDfIRf6j7z",cyberbullying,religion
again she is no princess fake divorced female anyways there is no terror saffron u don't have guts to oppose isis taliban all other terrorists groups that are in Pakistan according to imf fatf report you do you isis as part of you argue with real Islamic terrorism are u afraid,cyberbullying,religion
"You heard me bitch now go tribute, you know you can’t resist me spitting in your worthless face. findom femdom paypig humanatm walletdrain skypesessions spit spitkink feet footfetish joi cei sph humiliation cbt domme brat https://t.co/ptN7QBQOjm",cyberbullying,gender/sexual
Calling someone a son of a bitch will never not be funny,cyberbullying,gender/sexual
Send porn c'mon my clitty is soo Horny 😫#horny #nsfwtwt #femdom #sissy #femboy #dick #bussy #cuck #dms #bwc #bbc #bi #daddy #mommy #hentai #strapon #pegging #dildo #curvy #trans #trap #twink #transgirl #rape #gay #futa #blacked #bnwo #qos #beta,cyberbullying,gender/sexual
Everyone loves a black music artist no matter the genre. Until they start performing and coming up with more affirmative and positive music. Then it's “wtf is this” nigga u mean growth!?😭 idc what nobody say wanting to have ppl stay down is CRAZY,cyberbullying,ethnicity/race
@MIkeSte92079790 @BriooSwavey @iBaseball_1 Why did black men start the slavery trade in the first place and why does it still take place in Africa today!? It already has begun yall we’re just weak and got topped by white men idk what to tell you,cyberbullying,ethnicity/race
@tommyob95 Nigga just scored 🤦🏾‍♂️ was at 16 all game,cyberbullying,ethnicity/race
Blasphemy laws never brought anything good to your country instead more blood and lives lost due to taking matters into your own hands. Just tell me how even Islam allows you to commit such a heinous act in the name of 'protecting religion',cyberbullying,religion
@justarockokayy seriouslyyy like babe i’ve been defending since day one and you chose the bitch who almost stepped on you 🤨,cyberbullying,gender/sexual
"i will never see outside again,will never hear the birds sing again,will never feel the soft touch of female companionship ever again.shes truly a pedophile and shes gone. good riddance bitch https://t.co/UzNMBhI2nJ",cyberbullying,gender/sexual
"that episode took my heart out and stomped on it, burned it to a crisp, spat on it and called me a fucking stupid bitch",cyberbullying,gender/sexual
@KeyTheReason He used to always get me sent home and I gotta come back with a parent I used to be carrying his bitch ass 😂,cyberbullying,gender/sexual
i hate that hrhcollection bitch can tiktok stop hyping her up,cyberbullying,gender/sexual
certified side nigga secret,cyberbullying,ethnicity/race
@BR_OpenIce He’s such a bitch.,cyberbullying,gender/sexual
The metaphors I say and the words I be making up 🤣😩 Im creative bitch!,cyberbullying,gender/sexual
"Don't worry sir ,We with you always...proud of you ...u are the first one in the world who is raise your voice against the Islamic terrorism...The Real Hero if my life Mr prisident Trump.",cyberbullying,religion
